ID,Battle ID,Battle Type,Battle Type ID,Battle Name,Game platform,Missions,Release date,Last updated,Creator(s),Average rating,Reviews,Bug reports,Times completed,Patches used,Patch IDs,Battle URL,Download Link,Folder Location,Filename,Path,Ship Type,Flight Group Name
816,XvT-TC 40,XvT-TC,40,Leaders of the New Republic,X-Wing vs. TIE Fighter,4,6/24/2002,2/22/2009,SL A.J "Tainer" Brown,3.3,9,0,207,None,,https://tc.emperorshammer.org/download.php?id=816&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC40.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC40,KNR2.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC40\KNR2.tie,TIE Advanced,Raptor
816,XvT-TC 40,XvT-TC,40,Leaders of the New Republic,X-Wing vs. TIE Fighter,4,6/24/2002,2/22/2009,SL A.J "Tainer" Brown,3.3,9,0,207,None,,https://tc.emperorshammer.org/download.php?id=816&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC40.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC40,KNR2.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC40\KNR2.tie,Assault Gunboat,Kraken
816,XvT-TC 40,XvT-TC,40,Leaders of the New Republic,X-Wing vs. TIE Fighter,4,6/24/2002,2/22/2009,SL A.J "Tainer" Brown,3.3,9,0,207,None,,https://tc.emperorshammer.org/download.php?id=816&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC40.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC40,KNR2.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC40\KNR2.tie,TIE Advanced,Nemisis
816,XvT-TC 40,XvT-TC,40,Leaders of the New Republic,X-Wing vs. TIE Fighter,4,6/24/2002,2/22/2009,SL A.J "Tainer" Brown,3.3,9,0,207,None,,https://tc.emperorshammer.org/download.php?id=816&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC40.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC40,KNR2.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC40\KNR2.tie,Assault Gunboat,Ravager
816,XvT-TC 40,XvT-TC,40,Leaders of the New Republic,X-Wing vs. TIE Fighter,4,6/24/2002,2/22/2009,SL A.J "Tainer" Brown,3.3,9,0,207,None,,https://tc.emperorshammer.org/download.php?id=816&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC40.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC40,KNR3.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC40\KNR3.tie,TIE Advanced,Raptor
816,XvT-TC 40,XvT-TC,40,Leaders of the New Republic,X-Wing vs. TIE Fighter,4,6/24/2002,2/22/2009,SL A.J "Tainer" Brown,3.3,9,0,207,None,,https://tc.emperorshammer.org/download.php?id=816&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC40.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC40,KNR3.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC40\KNR3.tie,TIE Advanced,Nemisis
816,XvT-TC 40,XvT-TC,40,Leaders of the New Republic,X-Wing vs. TIE Fighter,4,6/24/2002,2/22/2009,SL A.J "Tainer" Brown,3.3,9,0,207,None,,https://tc.emperorshammer.org/download.php?id=816&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC40.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC40,KNR4.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC40\KNR4.tie,TIE Advanced,Raptor
816,XvT-TC 40,XvT-TC,40,Leaders of the New Republic,X-Wing vs. TIE Fighter,4,6/24/2002,2/22/2009,SL A.J "Tainer" Brown,3.3,9,0,207,None,,https://tc.emperorshammer.org/download.php?id=816&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC40.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC40,KNR4.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC40\KNR4.tie,Assault Gunboat,Nemesis
816,XvT-TC 40,XvT-TC,40,Leaders of the New Republic,X-Wing vs. TIE Fighter,4,6/24/2002,2/22/2009,SL A.J "Tainer" Brown,3.3,9,0,207,None,,https://tc.emperorshammer.org/download.php?id=816&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC40.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC40,KNR4.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC40\KNR4.tie,TIE Advanced,Talon
816,XvT-TC 40,XvT-TC,40,Leaders of the New Republic,X-Wing vs. TIE Fighter,4,6/24/2002,2/22/2009,SL A.J "Tainer" Brown,3.3,9,0,207,None,,https://tc.emperorshammer.org/download.php?id=816&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC40.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC40,KNR4.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC40\KNR4.tie,Assault Gunboat,Ravager
817,XvT-TC 45,XvT-TC,45,Dark Disciple 1,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,COL E. Tarkin,3.5,13,1,137,None,,https://tc.emperorshammer.org/download.php?id=817&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC45.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC45,DD1.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC45\DD1.tie,TIE Interceptor,Alpha
817,XvT-TC 45,XvT-TC,45,Dark Disciple 1,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,COL E. Tarkin,3.5,13,1,137,None,,https://tc.emperorshammer.org/download.php?id=817&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC45.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC45,DD2.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC45\DD2.tie,TIE Interceptor,Alpha
817,XvT-TC 45,XvT-TC,45,Dark Disciple 1,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,COL E. Tarkin,3.5,13,1,137,None,,https://tc.emperorshammer.org/download.php?id=817&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC45.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC45,DD3.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC45\DD3.tie,TIE Interceptor,Alpha
817,XvT-TC 45,XvT-TC,45,Dark Disciple 1,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,COL E. Tarkin,3.5,13,1,137,None,,https://tc.emperorshammer.org/download.php?id=817&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC45.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC45,DD4.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC45\DD4.tie,Assault Gunboat,Alpha
818,XvT-TC 42,XvT-TC,42,More Power Part II,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,CPT Paul,3,10,2,175,None,,https://tc.emperorshammer.org/download.php?id=818&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC42.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC42,paulb2m1.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC42\paulb2m1.tie,Assault Gunboat,Viper1
818,XvT-TC 42,XvT-TC,42,More Power Part II,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,CPT Paul,3,10,2,175,None,,https://tc.emperorshammer.org/download.php?id=818&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC42.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC42,paulb2m2.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC42\paulb2m2.tie,A-Wing,Red
818,XvT-TC 42,XvT-TC,42,More Power Part II,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,CPT Paul,3,10,2,175,None,,https://tc.emperorshammer.org/download.php?id=818&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC42.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC42,paulb2m3.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC42\paulb2m3.tie,TIE Advanced,Viper
818,XvT-TC 42,XvT-TC,42,More Power Part II,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,CPT Paul,3,10,2,175,None,,https://tc.emperorshammer.org/download.php?id=818&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC42.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC42,paulb2m4.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC42\paulb2m4.tie,TIE Advanced,Viper
819,XvT-TC 43,XvT-TC,43,More Power Part III,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,CPT Paul,3.2,6,2,150,None,,https://tc.emperorshammer.org/download.php?id=819&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC43.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC43,paulb3m1.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC43\paulb3m1.tie,TIE Interceptor,Krayt
819,XvT-TC 43,XvT-TC,43,More Power Part III,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,CPT Paul,3.2,6,2,150,None,,https://tc.emperorshammer.org/download.php?id=819&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC43.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC43,paulb3m2.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC43\paulb3m2.tie,TIE Interceptor,Krayt
819,XvT-TC 43,XvT-TC,43,More Power Part III,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,CPT Paul,3.2,6,2,150,None,,https://tc.emperorshammer.org/download.php?id=819&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC43.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC43,paulb3m3.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC43\paulb3m3.tie,TIE Interceptor,Krayt
819,XvT-TC 43,XvT-TC,43,More Power Part III,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,CPT Paul,3.2,6,2,150,None,,https://tc.emperorshammer.org/download.php?id=819&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC43.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC43,paulb3m4.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC43\paulb3m4.tie,TIE Interceptor,Krayt
820,XvT-TC 44,XvT-TC,44,More Power Part IV,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,CPT Paul,3,5,2,150,None,,https://tc.emperorshammer.org/download.php?id=820&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC44.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC44,paulb4m1.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC44\paulb4m1.tie,Assault Gunboat,Viper
820,XvT-TC 44,XvT-TC,44,More Power Part IV,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,CPT Paul,3,5,2,150,None,,https://tc.emperorshammer.org/download.php?id=820&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC44.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC44,paulb4m2.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC44\paulb4m2.tie,TIE Interceptor,Krayt
820,XvT-TC 44,XvT-TC,44,More Power Part IV,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,CPT Paul,3,5,2,150,None,,https://tc.emperorshammer.org/download.php?id=820&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC44.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC44,paulb4m3.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC44\paulb4m3.tie,TIE Interceptor,Copperhead
820,XvT-TC 44,XvT-TC,44,More Power Part IV,X-Wing vs. TIE Fighter,4,7/5/2002,2/22/2009,CPT Paul,3,5,2,150,None,,https://tc.emperorshammer.org/download.php?id=820&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC44.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC44,paulb4m4.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC44\paulb4m4.tie,TIE Advanced,Asp
821,XWA-F 75,XWA-F,75,Tarentum on Patrol,X-Wing Alliance,1,7/16/2002,9/9/2003,AD Gidda,3.8,5,0,125,None,,https://tc.emperorshammer.org/download.php?id=821&type=info,https://tc.emperorshammer.org/downloads/battles/XWA/free/XWAF75.zip,C:\Users\kevin\Documents\Projects\EH\XWAF75,1b8m1tarentum.tie,C:\Users\kevin\Documents\Projects\EH\XWAF75\1b8m1tarentum.tie,TIE Defender,Hammerhead
822,XWA-F 76,XWA-F,76,Wipeout Rebel convoy,X-Wing Alliance,1,7/16/2002,9/10/2003,LT Bombaj,2.6,5,0,93,None,,https://tc.emperorshammer.org/download.php?id=822&type=info,https://tc.emperorshammer.org/downloads/battles/XWA/free/XWAF76.zip,C:\Users\kevin\Documents\Projects\EH\XWAF76,1B8M1G.tie,C:\Users\kevin\Documents\Projects\EH\XWAF76\1B8M1G.tie,X-Wing,Black III
823,XWA-F 77,XWA-F,77,Prototype,X-Wing Alliance,1,7/16/2002,11/3/2012,LT Arcanian Stirner,3.5,2,1,53,MC90 Calamari Cruiser,368,https://tc.emperorshammer.org/download.php?id=823&type=info,https://tc.emperorshammer.org/downloads/battles/XWA/free/XWAF77.zip,C:\Users\kevin\Documents\Projects\EH\XWAF77,1b8m1IWF2.tie,C:\Users\kevin\Documents\Projects\EH\XWAF77\1b8m1IWF2.tie,X-Wing,Black I
824,XWA-F 78,XWA-F,78,Setup,X-Wing Alliance,1,7/16/2002,9/10/2003,MAJ VinDoros,3,2,0,72,None,,https://tc.emperorshammer.org/download.php?id=824&type=info,https://tc.emperorshammer.org/downloads/battles/XWA/free/XWAF78.zip,C:\Users\kevin\Documents\Projects\EH\XWAF78,1B8M1_Setup.tie,C:\Users\kevin\Documents\Projects\EH\XWAF78\1B8M1_Setup.tie,TIE Advanced,ImmortalElite
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM01.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM01.TIE,TIE Interceptor,Echo 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM01.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM01.TIE,TIE Bomber,Echo 2-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM01.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM01.TIE,TIE Fighter,Echo 3-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM02.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM02.TIE,TIE Advanced,Hornet 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM02.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM02.TIE,TIE Interceptor,Hornet 2-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM02.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM02.TIE,TIE Interceptor,Hornet 3-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM03.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM03.TIE,TIE Advanced,Python 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM03.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM03.TIE,TIE Advanced,Python 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM03.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM03.TIE,TIE Advanced,Python 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM04.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM04.TIE,Assault Gunboat,Wasp 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM04.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM04.TIE,TIE Advanced,Wasp 2-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM04.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM04.TIE,Assault Gunboat,Wasp 3-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM05.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM05.TIE,TIE Advanced,Scorpion 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM05.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM05.TIE,TIE Advanced,Scorpion 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM05.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM05.TIE,TIE Advanced,Scorpion 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM05.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM05.TIE,TIE Advanced,Scorpion 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM06.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM06.TIE,TIE Advanced,Hornet 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM06.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM06.TIE,TIE Interceptor,Hornet 2-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM06.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM06.TIE,TIE Interceptor,Hornet 3-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM07.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM07.TIE,TIE Advanced,Scorpion 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM07.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM07.TIE,TIE Advanced,Scorpion 2-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM07.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM07.TIE,TIE Advanced,Scorpion 3-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM08.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM08.TIE,TIE Advanced,Python 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM08.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM08.TIE,TIE Advanced,Python 2-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM08.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM08.TIE,TIE Advanced,Python 3-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM09.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM09.TIE,Assault Gunboat,Mantis 1-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM09.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM09.TIE,Assault Gunboat,Mantis 2-
825,XvT-TC 46,XvT-TC,46,Wing XV,X-Wing vs. TIE Fighter,12,7/16/2002,2/22/2009,HA Ender mBind,3.1,19,2,184,None,,https://tc.emperorshammer.org/download.php?id=825&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC46.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC46,BORKAM09.TIE,C:\Users\kevin\Documents\Projects\EH\XvTTC46\BORKAM09.TIE,TIE Advanced,Mantis 3-
